RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_SVC_E,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_F2,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_2,NOCALL_3,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5A,Q5B,Q6A,Q6B,Q6C,Q6D,Q6E,Q7A,Q7B,Q8,Q9A,Q9B,Q9C,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q11C1_CBZ,Q11D,Q11E,Q12A,Q12B,Q13,Q14A,Q14B,Q14C,Q15,Q16,Q17,Q18,Q19A,Q19B,Q20,Q21A,Q21B,Q22A,Q22B,Q22C,Q23,Q24,Q25,Q26,Q27A,Q27B,Q27C,Q28,Q29A,Q29B,Q30,Q31,Q32A,Q32B,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q33H,Q33I,Q34A,Q34A1_CBZ,Q34B,Q35A,Q35B,Q35C,Q36A,Q36B,Q36C,Q37A,Q37B,Q37B1_CBZ,Q37C,Q37D,Q37E,Q37F,Q37G,Q37H,Q37I,Q37J,Q37K,Q37L_CBZ,Q38A,Q38B,Q38B1_CBZ,Q38C,Q38D,Q38E,Q38F,Q38G,Q38H,Q38I,Q38J,Q38K,Q38L_CBZ,Q39A,Q39B,Q40A,Q40B,Q40C,Q40D,Q41A,Q41B,Q41C,Q41D,Q41E,Q41F,Q41G,Q41H,Q42A,Q42B,Q42C,Q42D,Q43A,Q43B,Q43C,Q43D,Q43E,Q44A,Q44B,Q44C,Q44D,Q44E,Q45PT1,Q45PT1OTHER,Q45PT2,Q45PT2OTHER,Q45PT3,Q45PT3OTHER,Q46A,Q46B,Q46C,Q46D,Q46E,Q46F,Q46G,Q46H,Q46I,Q46J,Q46K,Q46L,Q46M,Q46N,Q46O,Q46P_CBZ,Q46Q_CBZ,Q47A,Q47B,Q47B1_CBZ,Q47C,Q48A,Q48A1_CBZ,Q48B,Q49A,Q49B,Q50A,Q50B,Q50C,Q51A,Q51B,Q52A,Q52B,Q53A,Q53B,Q53C,Q54,Q55A,Q55B,Q55C,Q56A,Q56B,Q56C,Q57A,Q57B,Q58A,Q58B,Q58C,Q59,Q60,Q61A,Q61B,Q61C,Q62,Q63A,Q63B,Q63C,Q64A,Q64B,Q65A,Q65B,Q66A,Q66B,Q67A,Q67B,Q68A,Q68B,Q69,Q70A,Q70B,Q70C,Q70D,Q71,Q72A,Q72B,Q72C,Q72D,Q72E,Q73A,Q73B,Q73C,Q73D,Q74A,Q74B,Q74C,Q74D,Q74E,Q75,Q76A,Q76B,Q76C,Q77,Q78A,Q78B,Q78C,Q78C1,Q78C2_CBZ,Q78D,Q78E,Q78F,Q79A_CBZ,Q79B_CBZ,Q80_CBZ,Q81A_CBZ,Q81B_CBZ,Q81C_CBZ,Q81D_CBZ,Q81E_CBZ,Q81F_CBZ,Q81G_CBZ,Q81H_CBZ,Q82A_CBZ,Q82B_CBZ,Q82C_CBZ,Q83A_CBZ,Q83B_CBZ,Q83C_CBZ,Q83COTHER_CBZ,Q84A,Q84AOTHER,Q84B,Q84C,Q84D,Q84E,Q85A,Q85B,Q86A,Q86B,Q86C,Q86D,Q86E,Q86F,Q87A,Q87B,Q87C,Q87D,Q87E,Q88A,Q88B,Q89A,Q89B,Q89BOTHER,Q90A,Q90B,Q90C,Q90D,Q90E,Q90F,Q90G,Q90H,Q90I,Q91A,Q91B,Q91C,Q92A,Q92B,Q93A,Q93B,Q93BOTHER,Q93C,Q94,Q95,Q95OTHER,Q96,Q96OTHER,Q97,ENDTIME,LENGTH,LENGTH_INT,Q100,Q101,Q101OTHER,Q102,Q102OTHER,Q103,Q104,Q105,Q106A,Q106B,Q106C,Q106D,Q106E,Q107,Q109A,Q109B,Q109C,Q109D,Q109E,Q109F,Q111,Q112,Q113,Q114,Q115,Q115OTHER,Q116,Q116OTHER,Q117,Q118_1,Q118_2,Q118_3,Q118_4,Q118OTHER,withinwt_ea,withinwt_hh
CBZ0011,1,1780,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,5,9997,9997,9997,2,1,1,2023-06-20,10:46:00,37,1780,,1,2,1,2,3,2,3,2,2,3,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,2,3,0,3,4,3,3,1,2,3,4,5,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,3,3,0,0,0,2,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,2,1,1,1,1,1,1,1,0,3,1,0,2,1,2,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,4,3,3,1,16,DÉLESTAGE ÉLECTRIQUE,17,PÉNURIE D'EAU,3,CHÔMAGE,1,1,1,1,3,1,1,2,1,1,2,1,3,3,2,1,1,3,3,2,2,3,3,3,5,5,3,1,1,5,5,3,3,3,4,1,4,2,4,4,5,5,2,2,1,1,7,97,2,2,1,1,1,1,2,2,4,4,5,0,1,5,5,1,5,4,4,3,1,2,3,3,2,2,3,1,3,5,2,1,2,2,3,4,0,3,3,4,1,1,1,3,2,4,1,1,1,0,7,1,4,2,4,2,4,4,4,4,5,5,5,4,2,5,4,2,1,,1787,,1,3,1,1,5,1,2,2,2,0,2,2,3,3,1,3,3,3,4,0,9997,,2,2,1,1,0,2,0,4,0,2,2,2,1,3,0,4,,2,8,1,,9997,,8,12:18:00,92,0,2,1,,2,,1,1,1,0,0,0,0,0,4,1,1,1,1,2,1,CBZ24,25,1,1,1780,,1786,,8,2,1780,1781,9996,,1.61403690720495,0.44525156060826
CBZ0012,1,1780,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,5,9997,9997,9997,1,5,1,2023-06-20,10:50:00,60,1782,,1,2,1,3,3,4,4,4,0,1,1,0,1,2,4,4,1,4,0,0,0,0,0,0,0,0,0,3,4,2,2,4,2,2,1,3,2,3,5,5,1,1,1,3,1,3,2,2,2,2,3,2,4,2,1,3,3,3,1,3,1,3,3,1,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,1,2,0,2,0,7,7,7,7,7,7,7,0,7,7,7,1,2,0,0,7,1,5,5,5,3,3,L EMPLOI DES JEUNES,14,MANQUE DES ENSEIGNANTS,23,INSÉCURITÉ,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,0,0,1,5,5,4,4,4,5,3,2,2,1,3,3,3,1,3,2,2,2,1,2,2,0,1,6,2,1,0,2,0,1,1,3,3,1,4,0,1,3,3,0,7,7,7,7,7,7,7,7,4,1,2,5,1,5,5,5,1,5,1,0,0,0,0,4,1,1,1,3,2,4,2,1,2,1,1,1,3,5,4,1,1,5,5,5,5,5,5,4,2,4,2,3,1,,1787,,3,1,1,1,4,3,1,3,1,1,1,1,1,1,1,1,1,1,5,1,1785,,2,1,1,1,1,2,0,4,0,7,3,2,0,7,1,4,,3,4,2,,1785,,1,13:14:00,144,0,1,1,,2,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ26,51,1,2,1780,,1787,,8,2,1780,1781,9996,,1.61403690720495,2.2262578030413
CBZ0013,1,1780,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,5,9997,9997,9997,1,2,1,2023-06-20,10:52:00,27,2,,2,4,2,4,4,2,0,2,3,3,3,4,0,4,4,4,1,2,0,0,0,0,0,0,0,2,0,0,1,0,3,4,3,4,2,2,4,2,4,5,2,2,2,3,2,1,3,4,3,4,1,1,1,2,2,3,3,1,0,0,3,1,0,3,3,1,1,3,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,2,3,1,2,1,1,1,2,0,1,1,1,0,0,3,1,1,1,1,0,7,7,7,0,7,7,7,7,7,7,7,1,4,0,1,0,7,7,0,7,3,2,3,3,4,17,MANQUE D'EAU MANQUE D'ÉLECTRICITÉ MANQUE D'ÉCOLE,13,LES ROUTES,3,CHÔMAGE,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,3,3,4,4,3,3,3,2,5,3,4,4,5,3,2,2,2,4,4,4,1,1,2,1,1,5,2,1,0,1,3,3,2,1,1,0,1,2,1,4,4,4,0,1,4,4,1,4,4,5,4,3,1,2,3,1,1,2,5,2,3,4,5,4,5,1,0,0,0,0,2,1,1,0,2,2,3,1,1,4,0,7,3,2,1,1,4,2,4,5,5,5,5,4,4,3,1,2,2,4,,1787,,1,5,1,1,5,3,0,3,1,0,2,0,5,5,1,4,4,4,4,0,9997,,2,0,0,0,0,2,0,4,0,8,3,3,1,5,1,9998,,3,3,3,,9999,,1,14:11:00,199,0,1,1,,2,,2,5,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ23,45,1,1,2,,1793,,7,2,9996,9996,9996,,1.61403690720495,0.890503121216521
CBZ0014,1,1780,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,6,4,9997,9997,9997,2,1,1,2023-06-20,11:12:00,29,1780,,2,3,2,3,3,3,3,0,3,3,0,0,0,2,4,4,0,0,0,2,0,0,0,0,0,3,3,0,4,3,3,4,1,4,1,1,1,4,2,4,2,1,4,3,1,4,1,1,1,1,4,1,1,3,3,3,3,1,1,1,1,1,1,1,2,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,4,2,2,2,19,VIE SOCIALE,14,AMÉLIORER LES CONDITIONS SCOLAIRES,17,RÉGLER LA RÉGULARITÉ D'EAU,3,3,3,2,3,3,3,3,2,2,1,3,2,2,2,2,2,3,2,2,2,1,0,0,2,4,2,1,1,2,2,2,3,2,3,2,1,3,3,3,1,5,2,2,2,1,7,97,4,3,3,2,3,4,4,2,2,3,4,0,3,3,3,0,7,7,7,7,7,7,7,7,1,3,5,4,4,1,4,2,2,2,3,4,4,0,0,2,1,1,1,2,3,2,3,2,1,0,7,1,1,2,2,4,4,4,4,4,4,4,2,3,2,5,3,3,1,,9990,,7,7,7,7,5,3,1,3,1,3,3,3,4,4,3,5,4,5,5,0,9997,,2,2,0,0,0,2,0,4,0,4,3,3,1,3,0,0,,2,2,6,,9997,,1,14:08:00,176,0,2,1,,1781,,5,1,1,0,0,0,0,0,3,2,2,2,2,2,2,CBZ12,30,2,2,2,,9990,,8,2,1780,1781,9996,,0.917273087404506,0.305757695801502
CBZ0015,1,1780,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,6,4,9997,9997,9997,2,9,1,2023-06-20,11:13:00,27,2,,1,2,4,5,4,2,1,3,0,2,0,2,1,3,4,4,1,1,1,2,0,0,0,1,0,1,1,0,3,2,2,3,2,3,2,3,2,3,2,5,2,4,4,3,3,3,3,3,3,3,3,2,3,1,3,2,5,2,0,2,3,2,2,2,2,2,2,2,1,0,0,1,1,1,0,3,1,1,3,0,0,0,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,7,7,7,1,3,1,2,1,1,2,3,0,7,7,7,0,7,7,1,0,4,3,4,4,3,17,EAU,16,ÉLECTRICITÉ,14,ÉDUCATION,1,1,1,1,1,1,3,3,1,1,1,1,2,3,3,3,3,3,2,2,2,0,0,0,4,4,3,1,3,5,1,2,2,1,4,3,2,2,2,2,5,5,5,2,1,0,1,3,1,2,0,1,1,1,4,4,4,2,2,0,1,4,1,1,4,5,5,2,2,1,2,1,1,1,5,4,2,5,4,4,4,4,4,4,3,4,4,4,1,1,1,2,4,4,4,4,4,0,7,3,2,2,1,4,4,4,4,2,4,4,4,4,2,1,3,3,6,,1785,,1,5,1,1,5,3,1,3,1,1,1,1,3,3,3,3,3,5,5,0,9997,,2,2,1,2,2,2,1,4,4,2,1,1,1,2,2,8,,1,8,1,,9997,,1,12:37:00,84,0,2,1,,2,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ13,30,1,2,2,,1787,,8,2,1780,1781,9996,,0.917273087404506,2.75181926221352
CBZ0016,1,1780,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,6,4,9997,9997,9997,1,2,1,2023-06-20,11:18:00,45,2,,1,1,2,3,4,3,3,4,3,3,2,2,0,3,3,4,1,4,0,1,0,0,0,0,0,1,0,3,3,0,2,4,1,1,2,4,2,4,5,4,1,2,1,2,2,3,1,1,4,4,3,1,4,3,3,3,4,1,0,0,2,1,2,1,1,2,1,0,1,1,0,0,1,1,2,3,1,1,2,1,2,2,3,3,1,0,1,2,1,1,1,2,1,2,1,1,2,2,2,1,3,1,1,1,1,0,2,1,3,2,2,2,3,3,2,1,4,2,2,1,2,1,0,7,2,4,3,4,2,23,RÉGLER LE PROBLÈME D'INSÉCURITÉ DANS LES QUARTIER,2,AMÉLIORER LA VIE SOCIALE DES CONGOLAIS,20,LE GOUVERNEMENT DOIT PRENDRE EN CHARGE LES PREMIERS SOINS AUX NIVEAUX DES HÔPITAUX,2,3,1,3,2,1,2,3,3,2,2,1,2,4,3,2,2,3,1,2,2,3,3,1,2,4,3,2,3,5,2,2,2,1,4,3,1,2,3,3,5,5,5,2,1,0,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,4,1,1,5,5,2,4,2,3,3,3,1,1,4,4,1,5,5,2,4,4,4,2,0,0,0,5,1,1,1,3,5,4,4,1,1,1,2,9,4,5,1,4,4,4,5,4,5,5,4,4,3,5,3,3,1,,1780,,0,3,1,1,5,2,3,3,3,3,3,3,5,5,1,5,4,5,4,0,9997,,2,2,0,0,0,2,0,4,0,2,3,2,1,2,0,6,,3,5,12,,9999,,0,13:19:00,121,0,1,1,,2,,8,1,3,0,0,0,0,0,4,1,2,1,2,2,1,CBZ11,28,1,2,1780,,9990,,8,2,1780,1781,9996,,0.917273087404506,0.611515391603004
CBZ0017,1,1780,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,6,4,9997,9997,9997,2,2,1,2023-06-20,11:21:00,30,1780,,2,1,2,2,3,1,0,2,2,3,1,2,0,2,1,4,1,1,0,3,0,0,0,0,0,3,3,0,3,1,0,1,1,2,4,1,1,4,4,4,1,4,1,1,4,3,4,4,4,4,4,3,4,3,2,3,2,0,2,3,3,3,1,2,2,1,0,0,0,3,2,2,3,2,2,3,2,3,2,3,3,2,2,1,1,1,1,0,0,0,1,1,0,2,1,2,1,2,2,2,0,1,0,1,3,0,3,1,4,0,3,1,1,3,3,1,3,2,3,1,4,0,0,7,5,5,4,4,4,14,ÉCOLE,20,HÔPITAL,18,ORPHELIN,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,3,3,2,2,2,0,0,3,2,4,3,3,3,1,3,2,2,1,4,4,1,1,2,1,5,5,5,2,1,1,7,97,2,3,1,2,1,2,2,4,4,2,4,0,2,2,2,1,4,4,4,1,3,3,1,1,1,1,2,4,1,5,4,4,4,4,3,4,0,3,3,1,1,1,1,3,5,3,3,3,1,1,2,1,3,4,2,2,4,4,4,4,4,4,2,4,3,1,3,4,1,,1785,,0,5,0,1,4,2,3,3,2,3,2,2,5,5,2,5,3,4,5,0,9997,,0,2,0,0,0,2,1,4,2,2,3,0,1,4,1,3,,3,4,13,,1780,,1,15:01:00,221,0,2,1,,1781,,1,8,3,0,0,0,0,0,3,1,3,1,1,1,1,CBZ14,29,1,2,1780,,1787,,8,2,1780,1781,9996,,0.917273087404506,0.611515391603004
CBZ0018,1,1780,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,6,6,1,9997,9997,1,1,1,2023-06-20,11:43:00,23,1780,,1,2,2,2,2,2,3,2,2,2,3,0,1,1,3,3,1,3,1,2,2,0,0,2,0,0,1,0,2,0,3,4,1,1,3,3,2,4,4,4,1,4,2,3,2,4,2,1,1,3,3,2,4,4,1,2,1,2,1,1,2,2,2,2,1,2,0,0,0,0,0,2,1,1,0,2,2,2,2,2,2,2,1,2,1,2,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,4,4,4,2,1,PROBLÈMES INDUSTRIELS,24,CORRUPTION,1,ENTREPRENARIAT,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,4,4,3,3,3,5,3,2,2,2,3,3,3,2,2,3,5,4,4,2,2,0,1,6,1,3,2,3,3,2,4,4,4,4,4,0,2,2,2,0,7,7,7,7,7,7,7,7,3,2,4,2,4,5,4,4,2,4,2,2,0,4,4,4,1,1,0,3,4,4,4,4,2,0,7,1,3,2,4,2,2,4,4,4,4,4,4,2,4,5,4,2,1,,1785,,1,5,0,1,5,3,1,1,1,1,1,1,5,5,5,5,4,5,5,1,1780,,2,2,1,2,1,2,1,4,4,1,3,2,1,4,1,8,,1,8,1,,1780,,8,13:25:00,102,0,1,1,,2,,2,1,1,0,0,0,0,0,4,1,2,1,3,3,1,CBZ07,19,2,2,2,,1787,,7,2,1780,1781,9996,,1.24462705168269,0.622313525841347
CBZ0019,1,1780,1,1,1,1,9,1,1,1,1,0,1,1,1,1,1,0,0,0,1,4,5,9997,9997,9997,1,4,1,2023-06-20,11:51:00,19,2,,1,1,3,2,1,2,2,2,2,2,1,0,0,1,3,3,1,1,0,0,0,0,0,2,2,3,1,0,4,0,3,5,5,1,4,4,1,5,1,5,1,1,1,3,1,5,1,1,1,1,1,1,1,4,1,1,1,3,3,2,3,2,2,2,0,0,1,1,1,1,1,2,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,3,3,3,3,16,ÉLECTRICITÉ,24,CORRUPTION,20,SANTÉ,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,3,3,1,1,1,1,1,1,3,2,2,4,1,1,5,2,1,3,3,3,3,2,2,1,7,97,2,2,1,1,1,2,1,1,1,1,1,0,4,4,4,1,4,5,5,2,1,1,2,2,5,1,5,5,1,1,1,2,1,1,4,3,4,3,4,3,1,1,1,2,4,2,2,1,1,9,7,2,5,3,1,3,3,3,3,3,3,3,3,2,4,2,4,4,6,,1786,,0,5,1,0,5,3,1,3,2,1,1,1,3,3,3,3,3,5,5,0,9997,,1,2,0,2,0,2,1,4,4,2,2,2,1,4,1,1,,1,7,2,,1791,,0,13:09:00,78,0,1,1,,2,,8,1,1,0,0,0,0,0,0,2,1,1,3,1,2,CBZ16,25,1,1,2,,1787,,8,2,1780,1781,9996,,1.0889065895087,1.45187545267826
CBZ0020,1,1780,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,5,5,5,9997,9997,9997,2,4,1,2023-06-20,12:13:00,45,1780,,1,2,1,2,1,4,3,3,3,2,2,3,0,1,3,1,2,2,0,0,0,0,0,0,0,0,0,3,1,2,1,2,2,2,2,3,1,1,4,3,4,4,2,3,2,3,2,3,2,2,3,1,2,1,1,3,3,2,2,2,2,1,1,2,1,3,1,1,1,2,0,1,0,1,0,2,2,2,0,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,2,1,1,2,1,2,1,2,2,2,2,3,3,2,1,4,2,0,0,7,7,1,2,4,4,5,4,5,14,LE PROBLÈME ÉDUCATIF,20,LA CONSTRUCTION DES HÔPITAUX,7,AGRICULTURE,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,2,2,2,2,2,3,3,3,4,5,3,3,4,3,3,2,2,4,3,3,2,3,3,2,4,5,4,2,2,0,1,1,1,2,2,2,0,2,2,4,5,2,4,1,3,2,3,1,4,4,4,4,2,2,3,3,3,1,5,4,1,5,2,2,2,4,3,4,0,3,2,4,1,1,1,2,4,2,4,4,4,1,0,3,2,4,3,4,2,4,4,4,4,4,4,3,4,1,3,2,1,,1787,,1,5,1,1,5,1,3,3,3,3,3,3,5,5,5,4,4,5,4,0,9997,,2,2,0,1,1,2,1,4,2,2,3,2,1,4,0,2,,3,4,1,,1785,,1,13:46:00,93,0,2,1,,2,,1,1,2,0,0,0,0,0,3,2,2,1,2,1,1,CBZ27,28,1,1,1780,,1787,,8,2,1780,1781,9996,,1.00138486989265,0.745216647361972
CBZ0021,1,1780,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,5,9997,9997,9997,1,4,1,2023-06-20,12:15:00,52,1782,,1,4,5,3,4,0,2,0,2,1,4,0,1,3,4,4,1,1,0,0,0,1,0,2,1,1,0,3,1,0,1,4,2,2,2,4,1,1,5,4,1,4,1,3,2,4,4,2,1,2,2,2,3,2,2,1,3,2,1,1,3,3,2,1,1,2,1,0,0,0,0,0,2,3,0,2,1,0,0,0,1,1,2,3,1,1,3,0,1,2,1,1,1,1,3,3,1,1,1,1,3,1,1,0,7,7,7,1,3,2,1,2,1,1,1,1,3,0,3,0,7,7,1,2,2,4,4,4,2,4,PAUVRETÉ,16,ÉLECTRICITÉ,23,INSÉCURITÉ,2,2,1,2,1,2,3,3,4,1,3,3,2,3,3,1,2,3,3,2,2,0,0,1,2,4,4,3,2,5,6,2,2,2,3,2,3,2,3,3,2,2,1,2,2,0,2,8,3,3,2,2,3,1,1,4,4,2,5,1,3,5,5,0,7,7,7,7,7,7,7,7,1,2,3,5,3,5,5,2,1,1,2,4,2,0,0,2,1,1,1,2,4,4,4,4,5,1,1,3,4,4,2,5,4,4,5,5,4,4,4,1,1,3,3,2,4,,1787,,1,3,1,1,4,3,1,3,2,2,2,2,5,5,1,4,5,4,4,0,9997,,2,2,0,1,2,2,0,4,1,5,2,2,1,2,2,7,,3,5,2,,9997,,1,13:14:00,59,0,1,1,,2,,1,8,3,0,0,0,0,0,4,1,1,1,2,2,1,CBZ25,25,1,2,1781,,1787,,8,2,1780,1781,9996,,1.61403690720495,1.78100624243304
CBZ0022,1,1780,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,5,5,5,9997,9997,9997,2,6,1,2023-06-20,12:16:00,40,2,,1,2,3,3,4,1,2,2,0,2,2,1,0,4,4,4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,3,3,2,2,2,3,2,3,2,5,2,2,2,3,2,3,2,2,3,3,3,2,2,3,4,2,3,1,3,2,3,2,2,0,2,1,1,0,1,0,1,1,1,1,2,2,2,2,1,2,2,2,3,3,2,3,2,1,3,2,2,1,3,1,1,3,2,1,1,1,2,1,0,1,2,0,1,1,2,1,1,0,1,2,3,0,7,7,7,0,7,7,0,7,2,4,4,4,3,8,FAMINE,4,PAUVRETÉ,24,CORRUPTION,3,2,2,2,2,1,3,2,3,2,1,3,3,3,2,2,1,2,2,2,2,1,1,0,2,1,4,3,3,4,1,2,2,2,3,2,3,2,1,1,2,2,5,2,2,1,7,97,3,2,0,2,2,2,2,2,4,4,2,0,1,1,2,0,7,7,7,7,7,7,7,7,2,1,2,2,3,5,5,4,2,4,0,0,0,0,0,2,1,1,0,1,4,5,3,4,2,0,7,1,2,2,4,2,4,4,4,4,2,4,1,4,3,4,4,2,1,,1787,,2,3,1,1,2,3,2,3,2,1,2,2,4,4,1,4,4,5,5,0,9997,,0,0,0,0,0,0,7,0,0,7,3,2,0,7,0,4,,1,0,3,,9997,,2,14:08:00,112,0,2,1,,2,,1,1,1,0,0,0,1,0,4,1,2,1,1,3,1,CBZ29,22,2,2,2,,1786,,8,2,1780,1781,9996,,1.00138486989265,1.11782497104296
CBZ0023,1,1780,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,6,6,9997,9997,9997,2,2,1,2023-06-20,12:17:00,57,2,,2,4,4,3,3,1,1,2,2,2,3,0,1,1,4,3,1,3,0,1,0,0,0,0,0,0,0,3,1,3,3,4,3,3,2,4,1,4,2,5,1,2,1,3,1,3,1,1,2,4,4,1,3,2,2,1,4,2,1,2,2,3,2,1,0,1,0,0,0,0,0,0,1,1,0,3,1,1,0,2,0,0,1,1,1,0,3,0,2,2,2,2,2,2,2,2,3,2,2,1,3,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,1,4,4,5,5,23,CRIMINALITÉ,3,DONNER L'EMPLOI,20,ACCUEIL ET TRAITEMENT DES MALADES DANS DES HÔPITAUX,2,1,1,1,1,3,3,3,3,1,3,2,3,3,1,1,2,3,2,2,2,0,0,0,4,4,4,3,3,4,1,2,3,2,4,3,4,2,2,2,4,4,1,2,1,1,7,97,2,3,2,2,3,1,4,4,5,4,2,1,3,3,3,1,1,2,4,3,1,3,3,1,3,3,3,5,1,4,5,4,5,4,0,4,2,4,4,4,1,1,0,3,2,3,3,3,2,1,1,1,3,2,1,2,2,4,4,5,5,5,5,2,1,1,4,2,1,,1785,,1,5,1,1,2,1,3,3,3,2,2,2,4,4,1,4,1,5,4,0,9997,,1,2,1,2,2,2,1,4,4,2,2,2,1,4,0,12,,3,4,2,,1780,,1,13:36:00,79,0,2,1,,2,,1,6,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ08,32,2,2,2,,1787,,8,2,1780,1781,9996,,1.24462705168269,1.24462705168269
CBZ0024,1,1780,1,1,1,1,9,1,1,1,1,0,1,1,1,1,1,0,0,0,1,4,5,9997,9997,9997,1,2,1,2023-06-20,12:25:00,35,2,,1,3,2,3,3,2,2,2,2,3,1,1,2,1,2,2,1,1,2,0,0,0,0,0,0,1,0,1,3,0,3,2,1,1,1,4,4,1,2,2,2,2,2,1,1,1,1,1,4,4,4,1,4,2,2,1,3,1,2,2,2,3,2,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,1,3,1,2,1,2,1,1,1,1,0,1,0,7,7,0,7,2,2,2,2,3,3,CHÔMAGE,20,LA SANTE,17,DE L'EAU,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,3,2,2,2,1,3,1,4,4,3,3,1,3,2,2,2,2,2,2,4,2,2,1,5,5,5,2,1,1,7,97,2,2,1,1,1,2,2,4,4,1,2,0,2,2,5,1,4,2,2,1,2,2,3,3,4,2,2,5,1,3,4,4,5,4,0,3,0,0,2,4,1,1,1,2,4,4,3,3,4,0,7,2,1,2,1,4,4,4,4,2,4,4,4,2,2,1,2,2,6,,1785,,1,3,0,1,4,2,0,1,1,1,2,0,3,3,2,3,3,3,5,0,9997,,0,2,0,0,2,2,0,3,0,3,3,2,1,4,2,4,,1,4,0,,9997,,4,14:00:00,95,0,1,1,,2,,1,1,2,1,1,0,0,0,4,2,2,2,3,3,3,CBZ15,23,1,2,2,,1787,,7,2,1780,1781,9996,,1.0889065895087,0.72593772633913
